KOD_SUKL;KOD_LATKY;SQ;S;AMNT_OD;AMNT;UN
0001738;12764;5;X;;PL;MG
0001738;1883;6;X;;PL;MG
0001738;21076;7;X;;;QS
0001738;20300;8;X;;;QS
0001738;2044;9;A;;20;ML
0001739;13151;1;L;;15,4;G
0001739;0;2;Z;;;
0001739;773;3;O;;7;G
0001739;9948;4;X;;PL;MG
0001739;12764;5;X;;PL;MG
0001739;1883;6;X;;PL;MG
0001739;21076;7;X;;;QS
0001739;20300;8;X;;;QS
0001739;2044;9;A;;20;ML
0001740;13151;1;L;;15,4;G
0001740;0;2;Z;;;
0001740;773;3;O;;7;G
0001740;9948;4;X;;PL;MG
0001740;12764;5;X;;PL;MG
0001740;1883;6;X;;PL;MG
0001740;21076;7;X;;;QS
0001740;20300;8;X;;;QS
0001740;2044;9;A;;20;ML
0001741;13151;1;L;;15,4;G
0001741;0;2;Z;;;
0001741;773;3;O;;7;G
0001741;9948;4;X;;PL;MG
0001741;12764;5;X;;PL;MG
0001741;1883;6;X;;PL;MG
0001741;21076;7;X;;;QS
0001741;20300;8;X;;;QS
0001741;2044;9;A;;20;ML
0001742;13151;1;L;;15,4;G
0001742;0;2;Z;;;
0001742;773;3;O;;7;G
0001742;9948;4;X;;PL;MG
0001742;12764;5;X;;PL;MG
0001742;1883;6;X;;PL;MG
0001742;21076;7;X;;;QS
0001742;20300;8;X;;;QS
0001742;2044;9;A;;20;ML
0001743;13151;1;L;;15,4;G
0001743;0;2;Z;;;
0001743;773;3;O;;7;G
0001743;9948;4;X;;PL;MG
0001743;12764;5;X;;PL;MG
0001743;1883;6;X;;PL;MG
0001743;21076;7;X;;;QS
0001743;20300;8;X;;;QS
0001743;2044;9;A;;20;ML
0001744;13151;1;L;;15,4;G
0001744;0;2;Z;;;
0001744;773;3;O;;7;G
0001744;9948;4;X;;PL;MG
0001744;12764;5;X;;PL;MG
0001744;1883;6;X;;PL;MG
0001744;21076;7;X;;;QS
0001744;20300;8;X;;;QS
0001744;2044;9;A;;20;ML
0001745;13151;1;L;;15,4;G
0001745;0;2;Z;;;
0001745;773;3;O;;7;G
0001745;9948;4;X;;PL;MG
0001745;12764;5;X;;PL;MG
0001745;1883;6;X;;PL;MG
0001745;21076;7;X;;;QS
0001745;20300;8;X;;;QS
0001745;2044;9;A;;20;ML
0001770;51856;1;L;;;QS
0001770;51700;2;A;;4;G
0001770;;3;T;;1;DF
0001772;17839;1;L;;10;G
0001772;0;2;Z;;;
0001772;14472;3;O;;3,09;G
0001772;12572;4;O;;2,82;G
0001772;12877;5;O;;29,6;MG
0001772;5396;6;O;;1,2;G
0001772;13030;7;O;;2,5;G
0001772;11756;8;X;;PL;MG
0001772;2458;9;X;;PL;MG
0001772;2044;10;A;;100;ML
0001813;9374;1;L;;5;MG
0001813;3755;2;X;;PL;MG
0001813;4290;3;X;;PL;MG
0001813;4989;4;X;;PL;MG
0001813;9923;5;X;;PL;MG
0001813;5521;6;X;;PL;MG
0001813;16007;7;X;;PL;MG
0001823;9374;1;L;;5;MG
0001823;3755;2;X;;PL;MG
0001823;4290;3;X;;PL;MG
0001823;4989;4;X;;PL;MG
0001823;9923;5;X;;PL;MG
0001823;5521;6;X;;PL;MG
0001823;16007;7;X;;PL;MG
0001829;9374;1;L;;5;MG
0001829;3755;2;X;;PL;MG
0001829;4290;3;X;;PL;MG
0001829;4989;4;X;;PL;MG
0001829;9923;5;X;;PL;MG
0001829;5521;6;X;;PL;MG
0001829;16007;7;X;;PL;MG
0001849;9374;1;L;;5;MG
0001849;3755;2;X;;PL;MG
0001849;4290;3;X;;PL;MG
0001849;4989;4;X;;PL;MG
0001849;9923;5;X;;PL;MG
0001849;5521;6;X;;PL;MG
0001849;16007;7;X;;PL;MG
0001855;9374;1;L;;5;MG
0001855;3755;2;X;;PL;MG
0001855;4290;3;X;;PL;MG
0001855;4989;4;X;;PL;MG
0001855;9923;5;X;;PL;MG
0001855;5521;6;X;;PL;MG
0001855;16007;7;X;;PL;MG
0001881;1112;1;L;;654;MG
0001881;0;2;Z;;;
0001881;1112;3;O;;1;MU
0001881;2378;4;X;;PL;MG
0001881;3765;5;X;;PL;MG
0001881;3453;6;X;;PL;MG
0001881;1168;7;X;;PL;MG
0001881;1871;8;X;;PL;MG
0001881;;9;X;;;
0001881;9823;10;X;;PL;MG
0001881;1080;11;X;;PL;MG
0001881;2710;12;X;;PL;MG
0001881;1871;13;X;;PL;MG
0001881;748;14;X;;PL;MG
0001888;9374;1;L;;5;MG
0001888;3755;2;X;;PL;MG
0001888;4290;3;X;;PL;MG
0001888;4989;4;X;;PL;MG
0001888;9923;5;X;;PL;MG
0001888;5521;6;X;;PL;MG
0001888;16007;7;X;;PL;MG
0001906;9374;1;L;;5;MG
0001906;3755;2;X;;PL;MG
0001906;4290;3;X;;PL;MG
0001906;4989;4;X;;PL;MG
0001906;9923;5;X;;PL;MG
0001906;5521;6;X;;PL;MG
0001906;16007;7;X;;PL;MG
0001907;9374;1;L;;5;MG
0001907;3755;2;X;;PL;MG
0001907;4290;3;X;;PL;MG
0001907;4989;4;X;;PL;MG
0001907;9923;5;X;;PL;MG
0001907;5521;6;X;;PL;MG
0001907;16007;7;X;;PL;MG
0001908;9374;1;L;;10;MG
0001908;3755;2;X;;PL;MG
0001908;4989;3;X;;PL;MG
0001908;9923;4;X;;PL;MG
0001908;5521;5;X;;PL;MG
0001908;16007;6;X;;PL;MG
0001914;9374;1;L;;10;MG
0001914;3755;2;X;;PL;MG
0001914;4989;3;X;;PL;MG
0001914;9923;4;X;;PL;MG
0001914;5521;5;X;;PL;MG
0001914;16007;6;X;;PL;MG
0001918;2255;1;L;;17;G
0001918;2288;2;L;;15;G
0001918;2289;3;L;;15;G
0001918;2278;4;L;;12;G
0001918;705;5;L;;10;G
0001918;2611;6;L;;8;G
0001918;2246;7;L;;8;G
0001918;13139;8;L;;8;G
0001918;2602;9;L;;5;G
0001918;835;10;L;;2;G
0001923;9374;1;L;;10;MG
0001923;3755;2;X;;PL;MG
0001923;4989;3;X;;PL;MG
0001923;9923;4;X;;PL;MG
0001923;5521;5;X;;PL;MG
0001923;16007;6;X;;PL;MG
0001927;10134;1;L;;40;MG
0001927;16451;2;X;;PL;MG
0001927;5214;3;X;;PL;MG
0001927;3755;4;X;;PL;MG
0001927;3803;5;X;;PL;MG
0001927;2378;6;X;;PL;MG
0001928;9374;1;L;;10;MG
0001928;3755;2;X;;PL;MG
0001928;4989;3;X;;PL;MG
0001928;9923;4;X;;PL;MG
0001928;5521;5;X;;PL;MG
0001928;16007;6;X;;PL;MG
0001929;10134;1;L;;40;MG
0001929;16451;2;X;;PL;MG
0001929;5214;3;X;;PL;MG
0001929;3755;4;X;;PL;MG
0001929;3803;5;X;;PL;MG
0001929;2378;6;X;;PL;MG
0001932;10134;1;L;;40;MG
0001932;16451;2;X;;PL;MG
0001932;5214;3;X;;PL;MG
0001932;3755;4;X;;PL;MG
0001932;3803;5;X;;PL;MG
0001932;2378;6;X;;PL;MG
0001933;3584;1;L;;50;MG
0001933;875;2;X;;PL;MG
0001933;21076;3;X;;;QS
0001933;2044;4;A;;2;ML
0001940;1033;1;L;;10;MG
0001940;2624;2;X;;PL;MG
0001940;2970;3;X;;PL;MG
0001940;2855;4;X;;PL;MG
0001940;16784;5;X;;PL;MG
0001940;2378;6;X;;PL;MG
0001941;9374;1;L;;10;MG
0001941;3755;2;X;;PL;MG
0001941;4989;3;X;;PL;MG
0001941;9923;4;X;;PL;MG
0001941;5521;5;X;;PL;MG
0001941;16007;6;X;;PL;MG
0001942;9374;1;L;;10;MG
0001942;3755;2;X;;PL;MG
0001942;4989;3;X;;PL;MG
0001942;9923;4;X;;PL;MG
0001942;5521;5;X;;PL;MG
0001942;16007;6;X;;PL;MG
0001945;9374;1;L;;10;MG
0001945;3755;2;X;;PL;MG
0001945;4989;3;X;;PL;MG
0001945;9923;4;X;;PL;MG
0001945;5521;5;X;;PL;MG
0001945;16007;6;X;;PL;MG
0001953;9374;1;L;;10;MG
0001953;3755;2;X;;PL;MG
0001953;4989;3;X;;PL;MG
0001953;9923;4;X;;PL;MG
0001953;5521;5;X;;PL;MG
0001953;16007;6;X;;PL;MG
0001963;9374;1;L;;10;MG
0001963;3755;2;X;;PL;MG
0001963;4989;3;X;;PL;MG
0001963;9923;4;X;;PL;MG
0001963;5521;5;X;;PL;MG
0001963;16007;6;X;;PL;MG
0002012;9374;1;L;;10;MG
0002012;3755;2;X;;PL;MG
0002012;4989;3;X;;PL;MG
0002012;9923;4;X;;PL;MG
0002012;5521;5;X;;PL;MG
0002012;16007;6;X;;PL;MG
0002022;9374;1;L;;10;MG
0002022;3755;2;X;;PL;MG
0002022;4989;3;X;;PL;MG
0002022;9923;4;X;;PL;MG
0002022;5521;5;X;;PL;MG
0002022;16007;6;X;;PL;MG
0002026;9374;1;L;;10;MG
0002026;3755;2;X;;PL;MG
0002026;4989;3;X;;PL;MG
0002026;9923;4;X;;PL;MG
0002026;5521;5;X;;PL;MG
0002026;16007;6;X;;PL;MG
0002060;9374;1;L;;10;MG
0002060;3755;2;X;;PL;MG
0002060;4989;3;X;;PL;MG
0002060;9923;4;X;;PL;MG
0002060;5521;5;X;;PL;MG
0002060;16007;6;X;;PL;MG
0002062;9374;1;L;;10;MG
0002062;3755;2;X;;PL;MG
0002062;4989;3;X;;PL;MG
0002062;9923;4;X;;PL;MG
0002062;5521;5;X;;PL;MG
0002062;16007;6;X;;PL;MG
0002132;4980;1;L;;500;MG
0002132;4983;2;L;;500;MG
0002132;2044;3;A;;10;ML
0002141;228;1;L;;15;G
0002141;87;2;L;;15;G
0002141;289;3;L;;15;G
0002141;2276;4;L;;10;G
0002141;2280;5;L;;10;G
0002141;2275;6;L;;10;G
0002141;2286;7;L;;10;G
0002141;2246;8;L;;10;G
0002141;13139;9;L;;5;G
0002181;8782;1;L;;100;MG
0002181;1383;2;X;;PL;MG
0002181;14882;3;X;;PL;MG
0002181;0;4;Z;;;
0002181;2970;5;C;;PL;MG
0002181;1383;6;C;;PL;MG
0002181;2970;7;X;;PL;MG
0002181;4393;8;X;;PL;MG
0002181;5645;9;X;;PL;MG
0002181;9837;10;X;;PL;MG
0002181;9793;11;X;;PL;MG
0002223;1279;1;L;;15;G
0002223;2600;2;L;;15;G
0002223;705;3;L;;15;G
0002223;2290;4;L;;15;G
0002223;2291;5;L;;15;G
0002223;1281;6;L;;5;G
0002223;2245;7;L;;5;G
0002223;13139;8;L;;10;G
0002223;835;9;L;;5;G
0002289;3526;1;L;;3;MG
0002289;3508;2;X;;PL;MG
0002289;3755;3;X;;PL;MG
0002289;1300;4;X;;PL;MG
0002289;2970;5;X;;PL;MG
0002289;2378;7;X;;PL;MG
0002427;943;1;L;;250;MG
0002427;2898;2;X;;PL;MG
0002427;2855;3;X;;PL;MG
0002427;2769;4;X;;PL;MG
0002427;2378;5;X;;PL;MG
0002429;3259;1;L;;33,8;MG
0002429;0;2;Z;;;
0002429;1743;3;O;;25;MG
0002429;2378;4;X;;PL;MG
0002429;3059;5;X;;PL;MG
0002429;4078;6;X;;PL;MG
0002429;3755;7;X;;PL;MG
0002429;2898;8;X;;PL;MG
0002429;2624;9;X;;PL;MG
0002429;;10;X;;;
0002429;2710;11;X;;PL;MG
0002429;10258;12;X;;PL;MG
0002429;503;13;X;;PL;MG
0002429;2378;14;X;;PL;MG
0002430;943;1;L;;500;MG
0002430;3755;2;X;;PL;MG
0002430;1168;3;X;;PL;MG
0002430;4987;4;X;;PL;MG
0002430;1300;5;X;;PL;MG
0002430;2658;6;X;;PL;MG
0002479;1644;1;L;;2,25;MG
0002479;0;2;Z;;;
0002479;16040;3;O;;2;MG
0002479;2624;4;X;;PL;MG
0002479;2970;5;X;;PL;MG
0002479;2855;6;X;;PL;MG
0002479;3732;7;X;;PL;MG
0002479;1871;8;X;;PL;MG
0002479;667;9;X;;PL;MG
0002486;1174;1;L;;7,5;G
0002486;2044;2;A;;100;ML
0002529;522;1;L;;30;MG
0002529;4836;2;X;;PL;MG
0002529;3009;3;X;;PL;MG
0002529;14917;4;X;;PL;MG
0002529;2044;5;A;;1;ML
0002537;689;1;L;;1,5;MG
0002537;1300;2;X;;PL;MG
0002537;2855;3;X;;PL;MG
0002537;2378;4;X;;PL;MG
0002537;1871;5;X;;PL;MG
0002537;2898;6;X;;PL;MG
0002537;2970;7;X;;PL;MG
0002537;2624;8;X;;PL;MG
0002538;689;1;L;;5;MG
0002538;809;2;X;;PL;MG
0002538;2044;3;A;;1;ML
0002539;689;1;L;;20;MG
0002539;2586;2;X;;PL;MG
0002539;934;3;X;;PL;MG
0002539;809;4;X;;PL;MG
0002539;809;5;X;;;QS
0002539;21076;6;X;;;QS
0002539;2043;7;A;;10;ML
0002592;1750;1;L;;100;MG
0002592;14679;2;X;;PL;MG
0002592;2378;3;X;;PL;MG
0002592;1871;4;X;;PL;MG
0002592;4078;5;X;;PL;MG
0002592;2898;6;X;;PL;MG
0002592;2624;7;X;;PL;MG
0002668;732;1;L;;25;MG
0002668;2912;2;X;;PL;MG
0002668;2643;3;A;;5;G
0002668;;4;T;;1;DF
0002679;2035;1;L;;0,021;MG
0002679;0;2;Z;;;
0002679;2879;3;O;;0,02;MG
0002679;2219;4;L;;0,05;MG
0002679;9837;5;X;;PL;MG
0002679;2043;6;X;;PL;MG
0002679;2956;7;X;;PL;MG
0002679;6945;8;X;;PL;MG
0002684;1489;1;L;;200;MG
0002684;1792;2;L;;40;MG
0002684;3038;3;X;;PL;MG
0002684;934;4;X;;PL;MG
0002684;2044;5;A;;20;G
0002710;4442;1;L;;100;MG
0002710;2970;2;X;;PL;MG
0002710;4989;3;X;;PL;MG
0002710;2624;4;X;;PL;MG
0002710;4078;5;X;;PL;MG
0002710;1335;6;X;;PL;MG
0002710;1300;7;X;;PL;MG
0002710;2378;8;X;;PL;MG
0002715;1087;1;L;;50;MG
0002715;21076;2;X;;;QS
0002715;2044;3;A;;1;ML
0002716;1087;1;L;;50;MG
0002716;21076;2;X;;;QS
0002716;2044;3;A;;1;ML
0002720;4442;1;L;;100;MG
0002720;2970;2;X;;PL;MG
0002720;4989;3;X;;PL;MG
0002720;2624;4;X;;PL;MG
0002720;4078;5;X;;PL;MG
0002720;1335;6;X;;PL;MG
0002720;1300;7;X;;PL;MG
0002720;2378;8;X;;PL;MG
0002828;1482;1;L;;10;MG
0002828;1065;2;X;;PL;G
0002828;2034;3;X;;PL;MG
0002828;2658;4;X;;PL;MG
0002828;2356;5;X;;PL;MG
0002828;4159;6;X;;PL;MG
0002828;3805;7;X;;PL;MG
0002828;2647;8;X;;PL;MG
0002828;1216;9;X;;PL;MG
0002828;934;10;X;;PL;MG
0002828;2586;11;X;;PL;MG
0002828;3766;12;X;;PL;MG
0002828;519;13;X;;PL;MG
0002828;2043;14;A;;10;G
0002829;1482;1;L;;10;MG
0002829;1065;2;X;;PL;MG
0002829;2912;3;X;;PL;MG
0002829;2643;4;A;;1;G
0002839;13097;1;L;;75;G
0002839;1322;2;L;;5,4;G
0002839;20469;3;L;;4,5;G
0002839;5599;4;L;;0,257;G
0002839;856;5;L;;0,051;G
0002839;20300;6;X;;;QS
0002839;21076;7;X;;;QS
0002839;2044;8;A;;1;L
0002840;13097;1;L;;75;G
0002840;1322;2;L;;5,4;G
0002840;20469;3;L;;4,5;G
0002840;5599;4;L;;0,257;G
0002840;856;5;L;;0,051;G
0002840;20300;6;X;;;QS
0002840;21076;7;X;;;QS
0002840;2044;8;A;;1;L
0002841;13097;1;L;;75;G
0002841;1322;2;L;;5,4;G
0002841;20469;3;L;;4,5;G
0002841;5599;4;L;;0,257;G
0002841;856;5;L;;0,051;G
0002841;20300;6;X;;;QS
0002841;21076;7;X;;;QS
0002841;2044;8;A;;1;L
0002868;12694;1;L;;4,3;MG
0002868;0;2;Z;;;
0002868;434;3;O;;4;MG
0002868;2624;4;X;;PL;MG
0002868;2855;5;X;;PL;MG
0002868;2898;6;X;;PL;MG
0002868;1871;7;X;;PL;MG
0002868;2378;8;X;;PL;MG
0002871;1922;1;L;;100;MG
0002871;2624;2;X;;PL;MG
0002871;2378;3;X;;PL;MG
0002871;;4;X;;;
0002871;4534;5;X;;PL;MG
0002871;1711;6;X;;PL;MG
0002871;2710;7;X;;PL;MG
0002871;2855;8;X;;PL;MG
0002917;15973;1;L;;0,529;G
0002917;0;2;Z;;;
0002917;11025;3;O;;0,334;G
0002917;887;4;O;;0,195;G
0002917;2044;5;A;;1;ML
0002918;15973;1;L;;0,529;G
0002918;0;2;Z;;;
0002918;11025;3;O;;0,334;G
0002918;887;4;O;;0,195;G
0002918;2044;5;A;;1;ML
0002919;15973;1;L;;0,529;G
0002919;0;2;Z;;;
0002919;11025;3;O;;0,334;G
0002919;887;4;O;;0,195;G
0002919;2044;5;A;;1;ML
0002920;15973;1;L;;0,529;G
0002920;0;2;Z;;;
0002920;11025;3;O;;0,334;G
0002920;887;4;O;;0,195;G
0002920;2044;5;A;;1;ML
0002926;12076;1;L;;10;MG
0002926;2624;2;X;;PL;MG
0002926;2970;3;X;;PL;MG
0002926;1168;4;X;;PL;MG
0002926;2378;5;X;;PL;MG
0002926;;6;X;;;
0002926;15974;7;X;;PL;MG
0002927;12076;1;L;;10;MG
0002927;2624;2;X;;PL;MG
0002927;2970;3;X;;PL;MG
0002927;1168;4;X;;PL;MG
0002927;2378;5;X;;PL;MG
0002927;;6;X;;;
0002927;15974;7;X;;PL;MG
0002944;12990;1;L;;6,935;MG
0002944;0;2;Z;;;
0002944;9518;3;O;;5;MG
0002944;3755;4;X;;PL;MG
0002944;2774;5;X;;PL;MG
0002944;14679;6;X;;PL;MG
0002944;2378;7;X;;PL;MG
0002945;12990;1;L;;6,935;MG
0002945;0;2;Z;;;
0002945;9518;3;O;;5;MG
0002945;3755;4;X;;PL;MG
0002945;2774;5;X;;PL;MG
0002945;14679;6;X;;PL;MG
0002945;2378;7;X;;PL;MG
0002949;4442;1;L;;50;MG
0002949;2970;2;X;;PL;MG
0002949;4989;3;X;;PL;MG
0002949;2624;4;X;;PL;MG
0002949;4078;5;X;;PL;MG
0002949;1335;6;X;;PL;MG
0002949;1300;7;X;;PL;MG
0002949;2378;8;X;;PL;MG
0002950;4442;1;L;;50;MG
0002950;2970;2;X;;PL;MG
0002950;4989;3;X;;PL;MG
0002950;2624;4;X;;PL;MG
0002950;4078;5;X;;PL;MG
0002950;1335;6;X;;PL;MG
0002950;1300;7;X;;PL;MG
0002950;2378;8;X;;PL;MG
0002951;4442;1;L;;50;MG
0002951;2970;2;X;;PL;MG
0002951;4989;3;X;;PL;MG
0002951;2624;4;X;;PL;MG
0002951;4078;5;X;;PL;MG
0002951;1335;6;X;;PL;MG
0002951;1300;7;X;;PL;MG
0002951;2378;8;X;;PL;MG
0002953;12990;1;L;;13,87;MG
0002953;0;2;Z;;;
0002953;9518;3;O;;10;MG
0002953;3755;4;X;;PL;MG
0002953;2774;5;X;;PL;MG
0002953;14679;6;X;;PL;MG
0002953;2378;7;X;;PL;MG
0002954;12990;1;L;;13,87;MG
0002954;0;2;Z;;;
0002954;9518;3;O;;10;MG
0002954;3755;4;X;;PL;MG
0002954;2774;5;X;;PL;MG
0002954;14679;6;X;;PL;MG
0002954;2378;7;X;;PL;MG
0002963;1190;1;L;;20;MG
0002963;2624;2;X;;PL;MG
0002963;2970;3;X;;PL;MG
0002963;16784;4;X;;PL;MG
0002963;3732;5;X;;PL;MG
0002963;2855;6;X;;PL;MG
0002963;1871;7;X;;PL;MG
0003033;1966;1;L;;40;MG
0003033;3755;2;X;;PL;MG
0003033;4215;3;X;;PL;MG
0003033;3508;4;X;;PL;MG
0003033;15781;5;X;;PL;MG
0003033;2378;6;X;;PL;MG
0003033;1300;7;X;;PL;MG
0003033;;8;X;;;
0003033;10259;9;X;;PL;MG
0003033;3765;10;X;;PL;MG
0003033;2400;11;X;;PL;MG
0003033;4290;12;X;;PL;MG
0003033;2710;13;X;;PL;MG
0003033;1871;14;X;;PL;MG
0003063;12480;1;L;;2,425;MG
0003063;0;2;Z;;;
0003063;8994;3;O;;2;MG
0003063;3755;4;X;;PL;MG
0003063;9792;5;X;;PL;MG
0003063;3508;6;X;;PL;MG
0003063;14679;7;X;;PL;MG
0003063;1335;8;X;;PL;MG
0003063;1300;9;X;;PL;MG
0003063;2378;10;X;;PL;MG
0003128;2294;1;L;;57,7;MG
0003128;16469;2;X;;PL;MG
0003128;598;3;X;;PL;MG
0003128;4142;4;X;;PL;MG
0003128;1080;5;X;;PL;MG
0003128;939;6;X;;PL;MG
0003128;9821;7;X;;PL;MG
0003128;11077;8;X;;PL;MG
0003128;667;9;X;;PL;G
0003128;14917;10;A;;30;ML
0003280;51377;1;L;;;QS
0003280;51700;2;A;;4;G
0003280;;3;T;;1;DF
0003281;51377;1;L;;;QS
0003281;51700;2;A;;4;G
0003281;;3;T;;1;DF
0003282;51377;1;L;;;QS
0003282;51700;2;A;;4;G
0003282;;3;T;;1;DF
0003283;51859;1;L;;;QS
0003283;51700;2;A;;4;G
0003283;;3;T;;1;DF
0003284;51859;1;L;;;QS
0003284;51700;2;A;;4;G
0003284;;3;T;;1;DF
0003285;51859;1;L;;;QS
0003285;51700;2;A;;4;G
0003285;;3;T;;1;DF
0003290;790;1;L;;2,34;G
0003290;829;2;L;;3,13;G
0003290;851;3;L;;2,84;G
0003290;0;4;Z;;;
0003290;4565;5;O;;2,27;G
0003290;2445;6;L;;1,96;G
0003290;1117;7;L;;3,51;G
0003290;1459;8;L;;1,82;G
0003290;1503;9;L;;570;MG
0003290;1514;10;L;;2,6;G
0003290;11888;11;L;;4,98;G
0003290;0;12;Z;;;
0003290;96;13;O;;2,7;G
0003290;665;14;O;;2,28;G
0003290;3438;15;L;;1,69;G
0003290;0;16;Z;;;
0003290;717;17;O;;1,25;G
0003290;27;18;L;;4,85;G
0003290;103;19;L;;1,5;G
0003290;665;20;L;;1,22;G
0003290;55;21;L;;1,65;G
0003290;4147;22;L;;3,4;G
0003290;4717;23;L;;3;G
0003290;4148;24;L;;860;MG
0003290;1306;25;L;;1,56;G
0003290;3009;26;L;;780;MG
0003290;2887;27;L;;520;MG
0003290;2458;28;L;;500;MG
0003290;4957;29;L;;88;G
0003290;0;30;Z;;;
0003290;663;31;O;;80;G
0003290;1322;32;L;;170;MG
0003290;5599;33;L;;370;MG
0003290;366;34;X;;PL;MG
0003290;2044;35;A;;1000;ML
0003293;50148;1;L;;;QS
0003293;13563;2;A;;4;G
0003293;;3;T;;1;DF
0003294;50148;1;L;;;QS
0003294;13563;2;A;;4;G
0003294;;3;T;;1;DF
0003303;792;1;L;;100;MG
0003303;2970;2;X;;PL;MG
0003303;15927;3;X;;PL;MG
0003303;3059;4;X;;PL;MG
0003303;2855;5;X;;PL;MG
0003303;1871;6;X;;PL;MG
0003325;50767;1;L;;;QS
0003325;13563;2;A;;4;G
0003334;51876;1;L;;40;MCL
0003334;51700;2;A;;4;G
0003334;;3;T;;1;DF
0003335;51876;1;L;;40;MCL
0003335;51700;2;A;;4;G
0003335;;3;T;;1;DF
0003336;51876;1;L;;40;MCL
0003336;51700;2;A;;4;G
0003336;;3;T;;1;DF
0003414;790;1;L;;2,34;G
0003414;829;2;L;;3,13;G
0003414;851;3;L;;2,84;G
0003414;0;4;Z;;;
0003414;4565;5;O;;2,27;G
0003414;2445;6;L;;1,96;G
0003414;1117;7;L;;3,51;G
0003414;1459;8;L;;1,82;G
0003414;1503;9;L;;570;MG
0003414;1514;10;L;;2,6;G
0003414;11888;11;L;;4,98;G
0003414;0;12;Z;;;
0003414;96;13;O;;2,7;G
0003414;665;14;O;;2,28;G
0003414;3438;15;L;;1,69;G
0003414;0;16;Z;;;
0003414;717;17;O;;1,25;G
0003414;27;18;L;;4,85;G
0003414;103;19;L;;1,5;G
0003414;665;20;L;;1,22;G
0003414;55;21;L;;1,65;G
0003414;4147;22;L;;3,4;G
0003414;4717;23;L;;3;G
0003414;4148;24;L;;860;MG
0003414;1306;25;L;;1,56;G
0003414;3009;26;L;;780;MG
0003414;2887;27;L;;520;MG
0003414;2458;28;L;;500;MG
0003414;4957;29;L;;88;G
0003414;0;30;Z;;;
0003414;663;31;O;;80;G
0003414;1322;32;L;;170;MG
0003414;5599;33;L;;370;MG
0003414;366;34;X;;PL;MG
0003414;2044;35;A;;1000;ML
0003416;790;1;L;;1,88;G
0003416;829;2;L;;2,5;G
0003416;851;3;L;;2,27;G
0003416;0;4;Z;;;
0003416;4565;5;O;;1,82;G
0003416;2445;6;L;;1,56;G
0003416;1117;7;L;;2,81;G
0003416;1459;8;L;;1,45;G
0003416;1503;9;L;;460;MG
0003416;1514;10;L;;2,08;G
0003416;11888;11;L;;3,98;G
0003416;0;12;Z;;;
0003416;96;13;O;;2,16;G
0003416;665;14;L;;1,82;G
0003416;3438;15;L;;1,35;G
0003416;0;16;Z;;;
0003416;717;17;O;;1;G
0003416;27;18;L;;3,88;G
0003416;103;19;L;;1,2;G
0003416;665;20;L;;980;MG
0003416;55;21;L;;1,32;G
0003416;4147;22;L;;2,72;G
0003416;4717;23;L;;2,4;G
0003416;4148;24;L;;1,23;G
0003416;1306;25;L;;3,2;G
0003416;3009;26;L;;1,74;G
0003416;2887;27;L;;960;MG
0003416;2458;28;L;;100;MG
0003416;4957;29;L;;138;G
0003416;0;30;Z;;;
0003416;663;31;O;;125;G
0003416;1322;32;L;;1,4;G
0003416;5599;33;L;;530;MG
0003416;366;34;X;;PL;MG
0003416;2044;35;A;;1000;ML
0003513;790;1;L;;1,88;G
0003513;829;2;L;;2,5;G
0003513;851;3;L;;2,27;G
0003513;0;4;Z;;;
0003513;4565;5;O;;1,82;G
0003513;2445;6;L;;1,56;G
0003513;1117;7;L;;2,81;G
0003513;1459;8;L;;1,45;G
0003513;1503;9;L;;460;MG
0003513;1514;10;L;;2,08;G
0003513;11888;11;L;;3,98;G
0003513;0;12;Z;;;
0003513;96;13;O;;2,16;G
0003513;665;14;L;;1,82;G
0003513;3438;15;L;;1,35;G
0003513;0;16;Z;;;
0003513;717;17;O;;1;G
0003513;27;18;L;;3,88;G
0003513;103;19;L;;1,2;G
0003513;665;20;L;;980;MG
0003513;55;21;L;;1,32;G
0003513;4147;22;L;;2,72;G
0003513;4717;23;L;;2,4;G
0003513;4148;24;L;;1,23;G
0003513;1306;25;L;;3,2;G
0003513;3009;26;L;;1,74;G
0003513;2887;27;L;;960;MG
0003513;2458;28;L;;100;MG
0003513;4957;29;L;;138;G
0003513;0;30;Z;;;
0003513;663;31;O;;125;G
0003513;1322;32;L;;1,4;G
0003513;5599;33;L;;530;MG
0003513;366;34;X;;PL;MG
0003513;2044;35;A;;1000;ML
0003542;485;1;L;;0,25;MG
0003542;2970;2;X;;PL;MG
0003542;5624;3;X;;PL;MG
0003542;3732;4;X;;PL;MG
0003542;2855;5;X;;PL;MG
0003542;1166;6;X;;PL;MG
0003542;2624;7;X;;PL;MG
0003550;1356;1;L;;25;MG
0003550;1300;2;X;;PL;MG
0003550;2378;3;X;;PL;MG
0003550;1871;4;X;;PL;MG
0003550;2970;5;X;;PL;MG
0003550;2624;6;X;;PL;MG
0003591;1645;1;L;;250;MG
0003591;12698;2;L;;27;MG
0003591;0;3;Z;;;
0003591;2095;4;O;;25;MG
0003591;2970;5;X;;PL;MG
0003591;1711;6;X;;PL;MG
0003591;2378;7;X;;PL;MG
0003591;3755;8;X;;PL;MG
0003623;790;1;L;;2,82;G
0003623;829;2;L;;3,76;G
0003623;851;3;L;;3,41;G
0003623;0;4;Z;;;
0003623;4565;5;O;;2,73;G
0003623;2445;6;L;;2,35;G
0003623;1117;7;L;;4,21;G
0003623;1459;8;L;;2,18;G
